profile_id,latent_profile_id,condition,condition_replicate,gender,age,year_birth,age_band,race,education,income,party,state_fips,state_abbr
LP0085__high-public-trust__R1,LP0085,High public trust,1,Male,29,1997,18-29,Hispanic / Latino,High school diploma / GED,"$56,000 to $99,999",Republican,26,MI
LP0086__high-public-trust__R1,LP0086,High public trust,1,Male,18,2008,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Republican,06,CA
LP0087__high-public-trust__R1,LP0087,High public trust,1,Male,23,2003,18-29,Hispanic / Latino,Some college or Associate's degree,"Less than $30,000",Independent,17,IL
LP0088__high-public-trust__R1,LP0088,High public trust,1,Male,26,2000,18-29,Hispanic / Latino,High school diploma / GED,"$168,000 or more",Independent,06,CA
LP0089__high-public-trust__R1,LP0089,High public trust,1,Male,29,1997,18-29,Hispanic / Latino,Less than high school,"$56,000 to $99,999",Other,17,IL
LP0090__high-public-trust__R1,LP0090,High public trust,1,Male,25,2001,18-29,Hispanic / Latino,High school diploma / GED,"$100,000 to $167,999",Republican,06,CA
LP0091__high-public-trust__R1,LP0091,High public trust,1,Male,26,2000,18-29,Hispanic / Latino,Some college or Associate's degree,"$56,000 to $99,999",Democrat,06,CA
LP0092__high-public-trust__R1,LP0092,High public trust,1,Male,19,2007,18-29,Hispanic / Latino,Some college or Associate's degree,"$168,000 or more",Democrat,06,CA
LP0093__high-public-trust__R1,LP0093,High public trust,1,Male,20,2006,18-29,Asian / Asian American,Some college or Associate's degree,"$56,000 to $99,999",Independent,20,KS
LP0094__high-public-trust__R1,LP0094,High public trust,1,Male,26,2000,18-29,Asian / Asian American,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,06,CA
LP0095__high-public-trust__R1,LP0095,High public trust,1,Male,29,1997,18-29,Asian / Asian American,Master's degree / Professional degree,"$168,000 or more",Other,06,CA
LP0096__high-public-trust__R1,LP0096,High public trust,1,Male,29,1997,18-29,Asian / Asian American,High school diploma / GED,"$56,000 to $99,999",Democrat,06,CA
LP0097__high-public-trust__R1,LP0097,High public trust,1,Male,19,2007,18-29,Asian / Asian American,High school diploma / GED,"$168,000 or more",Independent,36,NY
LP0098__high-public-trust__R1,LP0098,High public trust,1,Male,27,1999,18-29,Asian / Asian American,Bachelor's degree,"$168,000 or more",Republican,17,IL
LP0099__high-public-trust__R1,LP0099,High public trust,1,Male,25,2001,18-29,Asian / Asian American,Less than high school,"$30,000 to $55,999",Independent,39,OH
LP0100__high-public-trust__R1,LP0100,High public trust,1,Male,22,2004,18-29,Other,Some college or Associate's degree,"Less than $30,000",Other,26,MI
LP0101__high-public-trust__R1,LP0101,High public trust,1,Male,18,2008,18-29,Other,Less than high school,"$56,000 to $99,999",Independent,06,CA
LP0102__high-public-trust__R1,LP0102,High public trust,1,Male,21,2005,18-29,Other,Less than high school,"$56,000 to $99,999",Independent,13,GA
LP0103__high-public-trust__R1,LP0103,High public trust,1,Male,22,2004,18-29,Other,High school diploma / GED,"$30,000 to $55,999",Republican,39,OH
LP0104__high-public-trust__R1,LP0104,High public trust,1,Male,35,1991,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,42,PA
LP0105__high-public-trust__R1,LP0105,High public trust,1,Male,34,1992,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,46,SD
LP0106__high-public-trust__R1,LP0106,High public trust,1,Male,37,1989,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Independent,06,CA
LP0107__high-public-trust__R1,LP0107,High public trust,1,Male,40,1986,30-44,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",Republican,36,NY
LP0108__high-public-trust__R1,LP0108,High public trust,1,Male,38,1988,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,01,AL
LP0109__high-public-trust__R1,LP0109,High public trust,1,Male,37,1989,30-44,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,29,MO
LP0110__high-public-trust__R1,LP0110,High public trust,1,Male,39,1987,30-44,White / Caucasian,Less than high school,"$30,000 to $55,999",Republican,26,MI
LP0111__high-public-trust__R1,LP0111,High public trust,1,Male,36,1990,30-44,White / Caucasian,Master's degree / Professional degree,"$30,000 to $55,999",Independent,49,UT
LP0112__high-public-trust__R1,LP0112,High public trust,1,Male,31,1995,30-44,White / Caucasian,Less than high school,"$100,000 to $167,999",Other,53,WA
LP0113__high-public-trust__R1,LP0113,High public trust,1,Male,36,1990,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Other,06,CA
LP0114__high-public-trust__R1,LP0114,High public trust,1,Male,35,1991,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,13,GA
LP0115__high-public-trust__R1,LP0115,High public trust,1,Male,44,1982,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,17,IL
LP0116__high-public-trust__R1,LP0116,High public trust,1,Male,36,1990,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,47,TN
LP0117__high-public-trust__R1,LP0117,High public trust,1,Male,33,1993,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,06,CA
LP0118__high-public-trust__R1,LP0118,High public trust,1,Male,31,1995,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,26,MI
LP0119__high-public-trust__R1,LP0119,High public trust,1,Male,37,1989,30-44,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,09,CT
LP0120__high-public-trust__R1,LP0120,High public trust,1,Male,39,1987,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,17,IL
LP0121__high-public-trust__R1,LP0121,High public trust,1,Male,39,1987,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,48,TX
LP0122__high-public-trust__R1,LP0122,High public trust,1,Male,38,1988,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,18,IN
LP0123__high-public-trust__R1,LP0123,High public trust,1,Male,40,1986,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,13,GA
LP0124__high-public-trust__R1,LP0124,High public trust,1,Male,39,1987,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,12,FL
LP0125__high-public-trust__R1,LP0125,High public trust,1,Male,31,1995,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,41,OR
LP0126__high-public-trust__R1,LP0126,High public trust,1,Male,41,1985,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,17,IL
LP0127__high-public-trust__R1,LP0127,High public trust,1,Male,35,1991,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Republican,50,VT
LP0128__high-public-trust__R1,LP0128,High public trust,1,Male,39,1987,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,18,IN
LP0129__high-public-trust__R1,LP0129,High public trust,1,Male,39,1987,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,48,TX
LP0130__high-public-trust__R1,LP0130,High public trust,1,Male,38,1988,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,12,FL
LP0131__high-public-trust__R1,LP0131,High public trust,1,Male,32,1994,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,12,FL
LP0132__high-public-trust__R1,LP0132,High public trust,1,Male,44,1982,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,08,CO
LP0133__high-public-trust__R1,LP0133,High public trust,1,Male,42,1984,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,06,CA
LP0134__high-public-trust__R1,LP0134,High public trust,1,Male,32,1994,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,41,OR
LP0135__high-public-trust__R1,LP0135,High public trust,1,Male,40,1986,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,42,PA
LP0136__high-public-trust__R1,LP0136,High public trust,1,Male,36,1990,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Independent,12,FL
LP0137__high-public-trust__R1,LP0137,High public trust,1,Male,38,1988,30-44,White / Caucasian,Less than high school,"$30,000 to $55,999",Republican,01,AL
LP0138__high-public-trust__R1,LP0138,High public trust,1,Male,44,1982,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,36,NY
LP0139__high-public-trust__R1,LP0139,High public trust,1,Male,43,1983,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,04,AZ
LP0140__high-public-trust__R1,LP0140,High public trust,1,Male,32,1994,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,48,TX
LP0141__high-public-trust__R1,LP0141,High public trust,1,Male,39,1987,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,29,MO
LP0142__high-public-trust__R1,LP0142,High public trust,1,Male,36,1990,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,41,OR
LP0143__high-public-trust__R1,LP0143,High public trust,1,Male,42,1984,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,51,VA
LP0144__high-public-trust__R1,LP0144,High public trust,1,Male,41,1985,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Other,48,TX
LP0145__high-public-trust__R1,LP0145,High public trust,1,Male,40,1986,30-44,White / Caucasian,Bachelor's degree,"Less than $30,000",Democrat,06,CA
LP0146__high-public-trust__R1,LP0146,High public trust,1,Male,31,1995,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,49,UT
LP0147__high-public-trust__R1,LP0147,High public trust,1,Male,40,1986,30-44,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,29,MO
LP0148__high-public-trust__R1,LP0148,High public trust,1,Male,34,1992,30-44,White / Caucasian,Less than high school,"$30,000 to $55,999",Republican,22,LA
LP0149__high-public-trust__R1,LP0149,High public trust,1,Male,35,1991,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent,53,WA
LP0150__high-public-trust__R1,LP0150,High public trust,1,Male,32,1994,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,17,IL
LP0151__high-public-trust__R1,LP0151,High public trust,1,Male,31,1995,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,29,MO
LP0152__high-public-trust__R1,LP0152,High public trust,1,Male,36,1990,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,36,NY
LP0153__high-public-trust__R1,LP0153,High public trust,1,Male,38,1988,30-44,White / Caucasian,High school diploma / GED,"$168,000 or more",Democrat,27,MN
LP0154__high-public-trust__R1,LP0154,High public trust,1,Male,42,1984,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,53,WA
LP0155__high-public-trust__R1,LP0155,High public trust,1,Male,43,1983,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,42,PA
LP0156__high-public-trust__R1,LP0156,High public trust,1,Male,38,1988,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Democrat,21,KY
LP0157__high-public-trust__R1,LP0157,High public trust,1,Male,36,1990,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Republican,19,IA
LP0158__high-public-trust__R1,LP0158,High public trust,1,Male,37,1989,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,22,LA
LP0159__high-public-trust__R1,LP0159,High public trust,1,Male,37,1989,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,31,NE
LP0160__high-public-trust__R1,LP0160,High public trust,1,Male,35,1991,30-44,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,39,OH
LP0161__high-public-trust__R1,LP0161,High public trust,1,Male,30,1996,30-44,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Independent,39,OH
LP0162__high-public-trust__R1,LP0162,High public trust,1,Male,38,1988,30-44,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent,25,MA
LP0163__high-public-trust__R1,LP0163,High public trust,1,Male,42,1984,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,50,VT
LP0164__high-public-trust__R1,LP0164,High public trust,1,Male,32,1994,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,04,AZ
LP0165__high-public-trust__R1,LP0165,High public trust,1,Male,38,1988,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,25,MA
LP0166__high-public-trust__R1,LP0166,High public trust,1,Male,36,1990,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Independent,41,OR
LP0167__high-public-trust__R1,LP0167,High public trust,1,Male,41,1985,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat,27,MN
LP0168__high-public-trust__R1,LP0168,High public trust,1,Male,30,1996,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Independent,36,NY
LP0169__high-public-trust__R1,LP0169,High public trust,1,Male,37,1989,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Democrat,24,MD
LP0170__high-public-trust__R1,LP0170,High public trust,1,Male,43,1983,30-44,White / Caucasian,Some college or Associate's degree,"$168,000 or more",Democrat,12,FL
LP0171__high-public-trust__R1,LP0171,High public trust,1,Male,30,1996,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Independent,12,FL
LP0172__high-public-trust__R1,LP0172,High public trust,1,Male,38,1988,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,39,OH
LP0173__high-public-trust__R1,LP0173,High public trust,1,Male,32,1994,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,12,FL
LP0174__high-public-trust__R1,LP0174,High public trust,1,Male,34,1992,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Republican,47,TN
LP0175__high-public-trust__R1,LP0175,High public trust,1,Male,39,1987,30-44,Black / African American,High school diploma / GED,"$30,000 to $55,999",Republican,13,GA
LP0176__high-public-trust__R1,LP0176,High public trust,1,Male,30,1996,30-44,Black / African American,High school diploma / GED,"$56,000 to $99,999",Democrat,24,MD
LP0177__high-public-trust__R1,LP0177,High public trust,1,Male,41,1985,30-44,Black / African American,Bachelor's degree,"$56,000 to $99,999",Democrat,24,MD
LP0178__high-public-trust__R1,LP0178,High public trust,1,Male,42,1984,30-44,Black / African American,Master's degree / Professional degree,"$168,000 or more",Democrat,51,VA
LP0179__high-public-trust__R1,LP0179,High public trust,1,Male,41,1985,30-44,Black / African American,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,42,PA
LP0180__high-public-trust__R1,LP0180,High public trust,1,Male,41,1985,30-44,Black / African American,Less than high school,"$56,000 to $99,999",Independent,13,GA
LP0181__high-public-trust__R1,LP0181,High public trust,1,Male,40,1986,30-44,Black / African American,High school diploma / GED,"$30,000 to $55,999",Republican,22,LA
LP0182__high-public-trust__R1,LP0182,High public trust,1,Male,44,1982,30-44,Black / African American,Master's degree / Professional degree,"$168,000 or more",Democrat,36,NY
LP0183__high-public-trust__R1,LP0183,High public trust,1,Male,40,1986,30-44,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent,48,TX
LP0184__high-public-trust__R1,LP0184,High public trust,1,Male,43,1983,30-44,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Independent,37,NC
LP0185__high-public-trust__R1,LP0185,High public trust,1,Male,34,1992,30-44,Black / African American,High school diploma / GED,"$56,000 to $99,999",Republican,39,OH
LP0186__high-public-trust__R1,LP0186,High public trust,1,Male,43,1983,30-44,Black / African American,Some college or Associate's degree,"$168,000 or more",Democrat,36,NY
LP0187__high-public-trust__R1,LP0187,High public trust,1,Male,30,1996,30-44,Black / African American,Bachelor's degree,"$56,000 to $99,999",Democrat,42,PA
